FECHA|CLIENTE_ID|CANAL|CALIFICACION|COMENTARIO
2026-02-17|CLI-00185|tienda_norte|4|El personal fue muy amable y me ayudó a encontrar lo que buscaba.
2026-01-17|CLI-01630|online|5|Excelente atención del personal, volveré pronto.
2026-03-15|CLI-00640|online|5|La tienda estaba muy ordenada y limpia.
2026-02-13|CLI-00760|online|5|Precios competitivos y buena experiencia general.
2026-01-13|CLI-02001|tienda_norte|4|El personal fue muy amable y me ayudó a encontrar lo que buscaba.
2026-03-17|CLI-00075|tienda_norte|5|Precios competitivos y buena experiencia general.
2026-02-09|CLI-01599|online|4|Precios competitivos y buena experiencia general.
2026-01-21|CLI-02662|tienda_sur|3|El producto cumplió las expectativas básicas.
2026-02-24|CLI-00680|online|4|Excelente atención del personal, volveré pronto.
2026-02-06|CLI-02099|tienda_sur|5|El personal fue muy amable y me ayudó a encontrar lo que buscaba.
2026-03-02|CLI-00238|tienda_norte|3|El producto cumplió las expectativas básicas.
2026-01-12|CLI-00567|online|5|Excelente atención del personal, volveré pronto.
2026-01-17|CLI-01060|tienda_sur|2|El personal no supo resolver mi consulta.
2026-03-19|CLI-01947|online|4|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-02-24|CLI-01035|tienda_sur|5|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-01-10|CLI-02331|online|4|Precios competitivos y buena experiencia general.
2026-03-14|CLI-02008|tienda_norte|3|Tiempo de espera aceptable pero podría mejorar.
2026-01-11|CLI-01901|tienda_norte|4|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-02-24|CLI-01572|tienda_norte|5|Los productos son de muy buena calidad.
2026-01-21|CLI-00509|tienda_norte|5|Precios competitivos y buena experiencia general.
2026-01-03|CLI-01889|tienda_sur|1|El personal no supo resolver mi consulta.
2026-02-20|CLI-00950|tienda_sur|4|Excelente atención del personal, volveré pronto.
2026-02-22|CLI-01639|tienda_sur|5|Excelente atención del personal, volveré pronto.
2026-01-15|CLI-00584|online|2|Los precios son más altos que en otros lugares.
2026-03-05|CLI-01857|tienda_sur|5|Los productos son de muy buena calidad.
2026-03-30|CLI-00887|tienda_norte|5|El personal fue muy amable y me ayudó a encontrar lo que buscaba.
2026-03-14|CLI-00006|tienda_sur|5|La tienda estaba muy ordenada y limpia.
2026-02-26|CLI-00902|tienda_sur|4|Proceso de compra rápido y sin complicaciones.
2026-03-03|CLI-02722|tienda_sur|1|Tardaron demasiado en atenderme.
2026-01-04|CLI-01647|online|5|La tienda estaba muy ordenada y limpia.
2026-03-18|CLI-00255|online|4|Muy buena variedad de productos disponibles.
2026-03-21|CLI-00972|tienda_norte|5|El personal fue muy amable y me ayudó a encontrar lo que buscaba.
2026-02-16|CLI-02488|tienda_sur|4|Excelente atención del personal, volveré pronto.
2026-03-05|CLI-01830|tienda_sur|3|Regular, algunos productos no estaban disponibles.
2026-02-16|CLI-00352|tienda_norte|4|Los productos son de muy buena calidad.
2026-02-11|CLI-01711|online|5|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-02-13|CLI-00686|online|5|Excelente atención del personal, volveré pronto.
2026-02-12|CLI-01102|online|5|Proceso de compra rápido y sin complicaciones.
2026-02-28|CLI-02216|online|5|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-01-13|CLI-02484|tienda_norte|4|Muy buena variedad de productos disponibles.
2026-01-05|CLI-01259|tienda_sur|3|Tiempo de espera aceptable pero podría mejorar.
2026-01-14|CLI-01785|tienda_sur|4|Muy buena variedad de productos disponibles.
2026-01-28|CLI-00644|online|5|Los productos son de muy buena calidad.
2026-02-19|CLI-02534|tienda_sur|5|Muy buena variedad de productos disponibles.
2026-03-15|CLI-01142|tienda_norte|2|Muy poca variedad en la categoría que busqué.
2026-03-15|CLI-00575|online|5|Proceso de compra rápido y sin complicaciones.
2026-01-29|CLI-02156|tienda_norte|3|Tiempo de espera aceptable pero podría mejorar.
2026-03-31|CLI-00580|online|2|Tardaron demasiado en atenderme.
2026-02-17|CLI-00385|tienda_sur|4|Muy buena variedad de productos disponibles.
2026-01-08|CLI-00246|online|4|El personal fue muy amable y me ayudó a encontrar lo que buscaba.
2026-01-06|CLI-00800|tienda_sur|5|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-03-09|CLI-01297|online|5|Muy buena variedad de productos disponibles.
2026-02-07|CLI-02161|tienda_sur|3|La experiencia fue correcta, nada especial.
2026-01-15|CLI-02309|online|5|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-01-23|CLI-02582|online|3|Tiempo de espera aceptable pero podría mejorar.
2026-03-14|CLI-02155|tienda_sur|2|Tardaron demasiado en atenderme.
2026-02-04|CLI-00849|online|4|Excelente atención del personal, volveré pronto.
2026-03-29|CLI-00871|tienda_norte|2|Tardaron demasiado en atenderme.
2026-01-28|CLI-01558|online|5|El personal fue muy amable y me ayudó a encontrar lo que buscaba.
2026-03-06|CLI-02221|online|3|La experiencia fue correcta, nada especial.
2026-03-10|CLI-02741|tienda_norte|2|Difícil encontrar lo que buscaba, poca señalización.
2026-03-30|CLI-02451|tienda_sur|5|Muy buena variedad de productos disponibles.
2026-01-12|CLI-01373|online|4|El personal fue muy amable y me ayudó a encontrar lo que buscaba.
2026-01-13|CLI-00563|tienda_sur|4|Proceso de compra rápido y sin complicaciones.
2026-02-19|CLI-01417|online|3|El producto cumplió las expectativas básicas.
2026-03-17|CLI-01751|tienda_sur|4|Proceso de compra rápido y sin complicaciones.
2026-01-05|CLI-02745|online|5|Los productos son de muy buena calidad.
2026-02-06|CLI-00727|online|3|La experiencia fue correcta, nada especial.
2026-03-18|CLI-01150|online|2|Difícil encontrar lo que buscaba, poca señalización.
2026-02-02|CLI-02305|online|4|Precios competitivos y buena experiencia general.
2026-01-17|CLI-01129|tienda_sur|5|Excelente atención del personal, volveré pronto.
2026-01-27|CLI-00894|tienda_norte|2|Los precios son más altos que en otros lugares.
2026-01-02|CLI-00364|online|5|La tienda estaba muy ordenada y limpia.
2026-01-13|CLI-02274|tienda_norte|4|El personal fue muy amable y me ayudó a encontrar lo que buscaba.
2026-03-30|CLI-01698|online|4|Muy buena variedad de productos disponibles.
2026-03-21|CLI-01500|online|4|Excelente atención del personal, volveré pronto.
2026-02-13|CLI-01601|tienda_norte|4|Los productos son de muy buena calidad.
2026-03-10|CLI-00018|online|2|El personal no supo resolver mi consulta.
2026-01-06|CLI-01163|tienda_sur|3|Regular, algunos productos no estaban disponibles.
2026-02-13|CLI-01847|tienda_sur|4|Proceso de compra rápido y sin complicaciones.
2026-02-01|CLI-01195|tienda_sur|4|Proceso de compra rápido y sin complicaciones.
2026-03-20|CLI-02139|online|1|Tardaron demasiado en atenderme.
2026-01-19|CLI-02508|online|5|Precios competitivos y buena experiencia general.
2026-03-10|CLI-01097|tienda_sur|5|Muy buena variedad de productos disponibles.
2026-03-29|CLI-01455|tienda_norte|5|Los productos son de muy buena calidad.
2026-03-08|CLI-00871|tienda_norte|4|Los productos son de muy buena calidad.
2026-01-11|CLI-02364|tienda_norte|5|Muy buena variedad de productos disponibles.
2026-03-26|CLI-00479|online|3|La experiencia fue correcta, nada especial.
2026-02-06|CLI-00549|tienda_norte|4|Muy buena variedad de productos disponibles.
2026-02-05|CLI-00668|tienda_sur|5|Muy buena variedad de productos disponibles.
2026-01-26|CLI-02568|online|2|Tardaron demasiado en atenderme.
2026-03-09|CLI-00676|online|5|Proceso de compra rápido y sin complicaciones.
2026-01-04|CLI-02423|online|5|Proceso de compra rápido y sin complicaciones.
2026-01-01|CLI-00477|tienda_sur|1|Difícil encontrar lo que buscaba, poca señalización.
2026-02-25|CLI-02375|tienda_norte|2|Tardaron demasiado en atenderme.
2026-03-28|CLI-02050|tienda_norte|1|Difícil encontrar lo que buscaba, poca señalización.
2026-01-15|CLI-00910|online|4|El personal fue muy amable y me ayudó a encontrar lo que buscaba.
2026-02-02|CLI-02064|tienda_sur|1|El personal no supo resolver mi consulta.
2026-03-13|CLI-01385|tienda_norte|3|Regular, algunos productos no estaban disponibles.
2026-03-15|CLI-01966|online|2|El personal no supo resolver mi consulta.
2026-03-14|CLI-00517|tienda_sur|1|El personal no supo resolver mi consulta.
2026-01-01|CLI-02358|online|5|Los productos son de muy buena calidad.
2026-03-28|CLI-02735|tienda_sur|5|Los productos son de muy buena calidad.
2026-01-11|CLI-01912|tienda_norte|5|Proceso de compra rápido y sin complicaciones.
2026-01-15|CLI-01255|online|3|La atención fue adecuada pero no destacó.
2026-01-15|CLI-00466|tienda_norte|1|Tardaron demasiado en atenderme.
2026-02-12|CLI-01269|tienda_norte|5|Proceso de compra rápido y sin complicaciones.
2026-03-14|CLI-02973|tienda_sur|2|Difícil encontrar lo que buscaba, poca señalización.
2026-01-01|CLI-00844|tienda_sur|4|El personal fue muy amable y me ayudó a encontrar lo que buscaba.
2026-03-23|CLI-02988|online|5|Los productos son de muy buena calidad.
2026-02-18|CLI-01473|tienda_norte|4|Proceso de compra rápido y sin complicaciones.
2026-02-17|CLI-00390|tienda_sur|4|La tienda estaba muy ordenada y limpia.
2026-02-13|CLI-01525|tienda_norte|4|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-02-20|CLI-02687|tienda_norte|4|El personal fue muy amable y me ayudó a encontrar lo que buscaba.
2026-02-17|CLI-02972|tienda_sur|4|Precios competitivos y buena experiencia general.
2026-01-15|CLI-02464|tienda_sur|1|Los precios son más altos que en otros lugares.
2026-03-29|CLI-02441|tienda_sur|5|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-02-07|CLI-02932|online|2|El producto llegó con empaque dañado.
2026-03-19|CLI-02924|tienda_norte|4|Los productos son de muy buena calidad.
2026-01-18|CLI-00100|tienda_norte|4|Muy buena variedad de productos disponibles.
2026-01-02|CLI-01845|tienda_norte|5|La tienda estaba muy ordenada y limpia.
2026-01-22|CLI-00681|tienda_sur|4|Excelente atención del personal, volveré pronto.
